,Train,Train,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test
139,"{'average_loss': 0.6141060292720795, 'task_losses': [0.08379446115965644, 0.0774285840957115, 0.11018674577275912, 0.1048959882867833, 0.058097726286699375], 'task_balanced_accuracies': [0.970458382028308, 0.974472334682861, 0.9595358367179947, 0.9106118366025984, 0.9622695852534562], 'task_cross_entropy': [0.08906873798618714, 0.0798515565507114, 0.10575440883636475, 0.11813985280071695, 0.062319107682754595], 'task_cluster_cost': [-0.07685268610715866, -0.07880359729131063, -0.07801640510559082, -0.07617287675539652, -0.07745270609855652], 'task_separation_cost': [0.053774894724289576, 0.0607647834221522, 0.062744117329518, 0.05281509021917979, 0.05117645968993505], 'task_l1': [0.0010228122894962628, 0.0010198388264204064, 0.0010132908184702198, 0.0010099386408304175, 0.001016207872889936], 'task_occ_cost': [0.01678070381904642, 0.014596003402645389, 0.018691334252556164, 0.009103982066735626, 0.021038656973590454], 'final_loss': 0.1797025235245625, 'final_balanced_accuracy': 0.9356164383561644, 'final_f1': 0.8491620111731844, 'final_precision': 0.7676767676767676, 'final_recall': 0.95, 'final_auc': 0.9356164383561644}",,4.364366451899211,"[0.33103816707928974, 0.7134068972534604, 1.413027246793111, 0.7016732957628038, 0.7437857306665845]","[0.8732462506047411, 0.7244047619047619, 0.5709876543209876, 0.6590099715099715, 0.6739622641509434]","[0.33165420095125836, 0.7154887682861752, 1.3968912760416667, 0.7045154439078437, 0.73705811964141]","[-0.07518143537971708, -0.07732045070992576, -0.07242576860719258, -0.07121679352389441, -0.07372546113199657]","[0.055845158381594553, 0.06211674792899026, 0.06883932981226179, 0.05604731125964059, 0.0551654559870561]","[0.001019150367937982, 0.0010173431364819407, 0.0010106373811140656, 0.0010097436606884003, 0.0010144782718271017]","[0.017701086381243333, 0.01210450634567274, 0.01871173580487569, 0.0113176168459985, 0.024273160845041275]",0.4614350512209866,0.769245283018868,0.5964912280701754,0.53125,0.68,0.7692452830188681
140,"{'average_loss': 0.6295379825433095, 'task_losses': [0.0777118917927146, 0.0699066444610556, 0.13976135559380054, 0.10405146369400124, 0.06599136043339968], 'task_balanced_accuracies': [0.9745787260395753, 0.9758704453441296, 0.9408247905689201, 0.8990870996078564, 0.9660138248847927], 'task_cross_entropy': [0.082890899553895, 0.07259288592264056, 0.1356915351996819, 0.11770873449742794, 0.07026021477455895], 'task_cluster_cost': [-0.07684575229883193, -0.07880593409140904, -0.07781015117963155, -0.07627649088700612, -0.07754065086444219], 'task_separation_cost': [0.053876977960268656, 0.06081062068541845, 0.06291425824165345, 0.0527531461417675, 0.05125586425264676], 'task_l1': [0.0010234034170086186, 0.0010202440045153102, 0.0010137281473726035, 0.0010099420696496964, 0.0010166043353577454], 'task_occ_cost': [0.01676636348788937, 0.014288827820370595, 0.017951984765628974, 0.008856130835289756, 0.02099932820846637], 'final_loss': 0.1721152694771687, 'final_balanced_accuracy': 0.9212043378995434, 'final_f1': 0.8274582560296846, 'final_precision': 0.745819397993311, 'final_recall': 0.9291666666666667, 'final_auc': 0.9212043378995434}",,4.264731407165527,"[0.3247905936506059, 0.7095941983991199, 1.309398227267795, 0.6925808071262307, 0.7422347391645113]","[0.8638122883405903, 0.7438988095238095, 0.5548148148148149, 0.6267806267806267, 0.669245283018868]","[0.32671669622262317, 0.7081358846690919, 1.2914043068885803, 0.6927697666817241, 0.7301180015007654]","[-0.07504509472184712, -0.07743858380450143, -0.07238954967922634, -0.07194761352406608, -0.0732908836669392]","[0.05571254094441732, 0.06300384427110355, 0.06934000634484822, 0.05667992722656992, 0.05592373924122916]","[0.0010196842486038804, 0.0010177538497373462, 0.0010111065348610282, 0.001009816536679864, 0.0010147631401196122]","[0.01638675957090325, 0.014875294847620858, 0.020032330519623227, 0.014068912662979629, 0.028469136191738978]",0.486132863495085,0.7892452830188679,0.6206896551724138,0.5454545454545454,0.72,0.789245283018868
141,"{'average_loss': 0.6830386312802633, 'task_losses': [0.07361041201899449, 0.09941185855617125, 0.16207935738377274, 0.09190257412071029, 0.0664009111871322], 'task_balanced_accuracies': [0.9690050243225156, 0.9577813765182186, 0.9342820283552691, 0.9155714243683881, 0.9634216589861752], 'task_cross_entropy': [0.08341640017926694, 0.10442384070406358, 0.16945006616413594, 0.11053339116896192, 0.07857896226458251], 'task_cluster_cost': [-0.07696693102518717, -0.0790281468629837, -0.07564362744490305, -0.07590166568756103, -0.0773934934536616], 'task_separation_cost': [0.05162373721599579, 0.06149664332469305, 0.058198791096607846, 0.049209954738616946, 0.05027745440602303], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.01451345248768727, 0.011499014977986614, 0.009060202728336056, 0.007051004891594251, 0.013921202948937813], 'final_loss': 0.18963351192573707, 'final_balanced_accuracy': 0.9318493150684932, 'final_f1': 0.8533333333333334, 'final_precision': 0.7859649122807018, 'final_recall': 0.9333333333333333, 'final_auc': 0.9318493150684931}",,4.368925333023071,"[0.3437756084733539, 0.7314411525925001, 1.4606692989667256, 0.6890251686175665, 0.7328150189585156]","[0.8472423802612482, 0.7230654761904762, 0.5677777777777777, 0.6089743589743589, 0.6328301886792453]","[0.3446533415052626, 0.7287913262844086, 1.4448335899247065, 0.6983323726389143, 0.7332330611017015]","[-0.0749362599518564, -0.07714864197704527, -0.07203453199730979, -0.07070089379946391, -0.07139391203721364]","[0.0574225853714678, 0.06303732635246383, 0.06961770272917217, 0.05410866687695185, 0.05241670790645811]","[0.0010201907716691494, 0.001018102397210896, 0.0010115104960277677, 0.0010096454061567783, 0.0010150788584724069]","[0.01561574280882875, 0.015743034943524335, 0.017241042624745104, 0.006275378917861316, 0.017544092481128044]",0.41119910445478225,0.8128301886792453,0.6792452830188679,0.6428571428571429,0.72,0.8128301886792453
142,"{'average_loss': 0.6610765115420023, 'task_losses': [0.1186328468285501, 0.056219983315095305, 0.16348152726888657, 0.06679030961667498, 0.05550143058722218], 'task_balanced_accuracies': [0.9522289812511862, 0.97455330634278, 0.9273086910186319, 0.9526926778831807, 0.9625576036866359], 'task_cross_entropy': [0.10768029158934951, 0.06786389761293928, 0.17310015447437763, 0.08301546472745637, 0.0744816327902178], 'task_cluster_cost': [-0.07618772993485133, -0.07896724512179693, -0.07448047856489817, -0.07684612135092417, -0.0771686797340711], 'task_separation_cost': [0.05079345315694809, 0.05941550984978676, 0.056799552192290624, 0.047367732326189675, 0.048865623424450555], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.03532307949538032, 0.00688731311665227, 0.007048376146703958, 0.012243342573444048, 0.008306067545587818], 'final_loss': 0.20045041752358278, 'final_balanced_accuracy': 0.9153538812785388, 'final_f1': 0.8288973384030418, 'final_precision': 0.7622377622377622, 'final_recall': 0.9083333333333333, 'final_auc': 0.9153538812785388}",,4.305470042758518,"[0.35204145312309265, 0.7334171906113625, 1.3564894994099934, 0.6631760663456387, 0.6960902776983049]","[0.8607885824866957, 0.775, 0.5633333333333334, 0.6274928774928774, 0.6633962264150943]","[0.34842384689384037, 0.7301071501440473, 1.3408284584681194, 0.6669470626446936, 0.6724727286232842]","[-0.07473685923549864, -0.0775286927819252, -0.07251871625582378, -0.0703772720363405, -0.07277090350786845]","[0.056024324562814504, 0.06348656904366282, 0.0690713259908888, 0.05520366753141085, 0.055322752644618355]","[0.0010207738960161805, 0.00101851939689368, 0.0010119249345734715, 0.0010097171179950237, 0.0010153240291401744]","[0.021309375452498596, 0.01633364852103922, 0.018096524187260203, 0.010392909766071372, 0.04005037900060415]",0.5042555621928639,0.7822641509433963,0.6530612244897959,0.6666666666666666,0.64,0.7822641509433963
143,"{'average_loss': 0.6516105403502782, 'task_losses': [0.051945851432780424, 0.0707946708612144, 0.14368895813822746, 0.04110522027437886, 0.18469234203298887], 'task_balanced_accuracies': [0.9786990700508426, 0.9445614035087719, 0.9384854973720069, 0.9620738642333864, 0.9366359447004609], 'task_cross_entropy': [0.060725717128564914, 0.08653329771322509, 0.15381191781411568, 0.06433499756501987, 0.20146791646877923], 'task_cluster_cost': [-0.07674777458111445, -0.07807173073291779, -0.07462381501992543, -0.07660854031642278, -0.06870113457242648], 'task_separation_cost': [0.04686190292239189, 0.05806565299630165, 0.05564077536265055, 0.044394112428029375, 0.047266560445229214], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.020082252776871125, 0.0032469425614302357, 0.007846157634630799, 0.007974759771799048, 0.0036422138831888637], 'final_loss': 0.1593834978590409, 'final_balanced_accuracy': 0.9331906392694065, 'final_f1': 0.8610038610038611, 'final_precision': 0.802158273381295, 'final_recall': 0.9291666666666667, 'final_auc': 0.9331906392694064}",,4.210950586530897,"[0.3497707810666826, 0.7521888729598787, 1.3609016338984172, 0.645122852590349, 0.6848771154052682]","[0.8347847121432027, 0.6776785714285714, 0.5448148148148149, 0.6233974358974359, 0.6728301886792453]","[0.35230307777722675, 0.7525200694799423, 1.3458799322446187, 0.6529072142309613, 0.6780957132577896]","[-0.07496967001093759, -0.07687249448564318, -0.07215714785787794, -0.07126816031005648, -0.07325180040465461]","[0.05614251933164067, 0.06145796676476797, 0.06823014716307323, 0.054030544641945094, 0.053405158635642797]","[0.0010212549241259694, 0.0010189777240157127, 0.0010123697575181723, 0.0010097967460751534, 0.0010155615163967013]","[0.015273601127167543, 0.014064335885147253, 0.017936376130415335, 0.008443439353464378, 0.025612485284606617]",0.4180893864896562,0.8092452830188679,0.6440677966101696,0.5588235294117647,0.76,0.809245283018868
144,"{'average_loss': 0.644555505712827, 'task_losses': [0.05470819479475419, 0.07592498637735844, 0.15505240784026683, 0.059798356331884864, 0.1455503986030817], 'task_balanced_accuracies': [0.9764915645320787, 0.955195681511471, 0.9253372838463392, 0.9608675916157748, 0.9254032258064516], 'task_cross_entropy': [0.07195430985031029, 0.09079377486991386, 0.16363123136262098, 0.08636605754494667, 0.16415090123501916], 'task_cluster_cost': [-0.07623078713814417, -0.07821664651234944, -0.0757592256863912, -0.07445918262004853, -0.07086982617775599], 'task_separation_cost': [0.0463129153350989, 0.0583614581823349, 0.05642766962448756, 0.04237180486321449, 0.046903518189986546], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.011648004098484913, 0.003965893261289845, 0.00973880961847802, 0.004509786302999904, 0.004349020139003793], 'final_loss': 0.15352115891873835, 'final_balanced_accuracy': 0.9445490867579909, 'final_f1': 0.870722433460076, 'final_precision': 0.8006993006993007, 'final_recall': 0.9541666666666667, 'final_auc': 0.9445490867579908}",,4.2781751950581866,"[0.3277100630932384, 0.759551434053315, 1.3840103149414062, 0.6216963546143638, 0.7121757831838396]","[0.8536526366715046, 0.7529761904761905, 0.5548148148148149, 0.6597222222222222, 0.6728301886792453]","[0.32764334686928326, 0.7559004508786731, 1.3681881891356573, 0.6295889028244548, 0.6887873245610131]","[-0.07485025541649924, -0.07727119740512636, -0.07247892932759391, -0.07008247036072943, -0.07167325086063808]","[0.056133499989906945, 0.06315158928434055, 0.06965500530269411, 0.0522685084078047, 0.05216355870167414]","[0.0010218207025900483, 0.0010193760972470045, 0.0010125595144927502, 0.0010099121136590838, 0.0010157213546335697]","[0.01776165318571859, 0.016751226658622425, 0.017633475311514404, 0.008911497554638319, 0.04188243103110128]",0.47303135982818073,0.7633962264150944,0.6037735849056605,0.5714285714285714,0.64,0.7633962264150944
145,"{'average_loss': 0.6615651818116506, 'task_losses': [0.055840121960888306, 0.0636820582471167, 0.1718998415892323, 0.16218709105625748, 0.06042481367165844], 'task_balanced_accuracies': [0.970458382028308, 0.97127665317139, 0.9001742097049323, 0.9428428525195127, 0.939516129032258], 'task_cross_entropy': [0.07650434859097004, 0.07968736315456529, 0.18182927638292312, 0.18287597479919593, 0.08221322736702859], 'task_cluster_cost': [-0.07636625349521636, -0.0776375820239385, -0.0730439109603564, -0.06551108290751775, -0.07582045843203862], 'task_separation_cost': [0.04646298999587695, 0.0578273618221283, 0.05459948142369588, 0.04163534268736839, 0.047500124722719195], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.008215284623826544, 0.002784408611090233, 0.007501072141652306, 0.002176965727315595, 0.005515135411793987], 'final_loss': 0.14753125697374345, 'final_balanced_accuracy': 0.943607305936073, 'final_f1': 0.8718929254302102, 'final_precision': 0.8056537102473498, 'final_recall': 0.95, 'final_auc': 0.9436073059360731}",,4.149281475279066,"[0.3198893840114276, 0.6700352198547788, 1.350274191962348, 0.6835942930645413, 0.7310546595189307]","[0.85062893081761, 0.6595238095238095, 0.5524691358024691, 0.6363960113960114, 0.6986792452830188]","[0.3212631017797523, 0.669999298122194, 1.3335147698720295, 0.6876347098085616, 0.7162977697120773]","[-0.07517891542779075, -0.07693214383390215, -0.07211459345287746, -0.07049522548913956, -0.07394781957070033]","[0.05636940896511078, 0.06169753480288717, 0.06928706500265333, 0.05487068328592512, 0.05454237924681769]","[0.001022493583150208, 0.0010196493240073323, 0.0010130242444574833, 0.0010099341161549091, 0.001015978748910129]","[0.016413298280288775, 0.01425086303303639, 0.01857391693111923, 0.010574192222621705, 0.033146341952184834]",0.3944336440828111,0.7786792452830189,0.6181818181818183,0.5666666666666667,0.68,0.7786792452830189
146,"{'average_loss': 0.7376897495985031, 'task_losses': [0.12071153356383245, 0.06382023291662335, 0.1627117514051497, 0.09828357312828302, 0.11316680369277796], 'task_balanced_accuracies': [0.9296794622077054, 0.9658947368421053, 0.9059581038857343, 0.9086027832534055, 0.9254032258064516], 'task_cross_entropy': [0.14179328884929418, 0.07622811134904622, 0.17604743008812268, 0.12278309309855104, 0.1306240837586423], 'task_cluster_cost': [-0.07420922607183457, -0.07855974952379863, -0.07290870795647303, -0.07303020974000295, -0.07401374657948812], 'task_separation_cost': [0.04635160972674688, 0.05826085925102234, 0.053676916658878325, 0.040152461677789686, 0.04747000883022944], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.005752107339600722, 0.006870503872632981, 0.004882190211986502, 0.007368337675773849, 0.008069672513908397], 'final_loss': 0.17899586404363313, 'final_balanced_accuracy': 0.9356164383561644, 'final_f1': 0.8491620111731844, 'final_precision': 0.7676767676767676, 'final_recall': 0.95, 'final_auc': 0.9356164383561644}",,4.409222470389472,"[0.3538515613310867, 0.7349317967891693, 1.4371015363269382, 0.6935659166839387, 0.7707881497012244]","[0.8283744557329463, 0.7477678571428572, 0.5601234567901234, 0.6185897435897436, 0.6786792452830188]","[0.35369672460688484, 0.7336013466119766, 1.4218007855945163, 0.6990982807344861, 0.7578279376029968]","[-0.07503676331705517, -0.07746634549564785, -0.07223161972231334, -0.07168960405720605, -0.07218277206023534]","[0.05657327547669411, 0.06280560087826517, 0.06937465899520451, 0.05395177834563785, 0.05448007293873363]","[0.0010230945190414786, 0.0010200260439887643, 0.0010135434567928314, 0.0010099206119775772, 0.0010164212435483932]","[0.01759524167411857, 0.014971162606444623, 0.017144179592529934, 0.011195526820504002, 0.029646498151123524]",0.4189835869603687,0.8045283018867925,0.6333333333333332,0.5428571428571428,0.76,0.8045283018867925
147,"{'average_loss': 0.5575447750091552, 'task_losses': [0.06805673397456606, 0.05671261861609916, 0.19328121305753787, 0.055595039017498495, 0.05347620466103156], 'task_balanced_accuracies': [0.9641854704184272, 0.976561403508772, 0.8947812975323591, 0.9394930292573648, 0.9634216589861752], 'task_cross_entropy': [0.08740825944890579, 0.06981139623870453, 0.20604800164699555, 0.08116018639722218, 0.06236652078727881], 'task_cluster_cost': [-0.07620443801085154, -0.07888667911291122, -0.07228981792926788, -0.07342629010478656, -0.07781917055447897], 'task_separation_cost': [0.047163178573052085, 0.05809970940152804, 0.05351270372668902, 0.03853456323345502, 0.04878641044100126], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.008665980605098109, 0.0066676833077023425, 0.004996401985796789, 0.008316688950483998, 0.019125658826281627], 'final_loss': 0.1304229686409235, 'final_balanced_accuracy': 0.9529109589041096, 'final_f1': 0.8914728682170543, 'final_precision': 0.8333333333333334, 'final_recall': 0.9583333333333334, 'final_auc': 0.9529109589041096}",,4.205614142947727,"[0.3143588635656569, 0.756327403916253, 1.3676357236173418, 0.6943508452839322, 0.6796297902862231]","[0.8604257377842284, 0.7568452380952382, 0.5424691358024691, 0.6823361823361823, 0.6728301886792453]","[0.3108613101972474, 0.7531718810399374, 1.3540290428532495, 0.7006345225705041, 0.6699578497144911]","[-0.07537848667965995, -0.0774642965859837, -0.07240353193547991, -0.06996795162558556, -0.0733646990524398]","[0.055787441631158195, 0.06317564306987657, 0.06926277445422278, 0.054251052853133946, 0.05471876387794813]","[0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068]","[0.022064846836858325, 0.016423657950427797, 0.015733533021476533, 0.008423311144320501, 0.027301102824923065]",0.3933115518755383,0.8081132075471698,0.6666666666666666,0.6206896551724138,0.72,0.8081132075471698
148,"{'average_loss': 0.6740054363012313, 'task_losses': [0.050396416392177346, 0.06181018557865173, 0.15827314517771204, 0.1192721500309805, 0.10323511637747287], 'task_balanced_accuracies': [0.9723712205208115, 0.9638704453441296, 0.9191343625343553, 0.9102776948844795, 0.9435483870967742], 'task_cross_entropy': [0.07290876753628255, 0.07949050959820549, 0.17062723129987717, 0.14433205649256706, 0.12009676882065833], 'task_cluster_cost': [-0.07556733558575313, -0.07829272270202636, -0.0740734013915062, -0.070125273168087, -0.07493443926175436], 'task_separation_cost': [0.04588715419173241, 0.05697685634096464, 0.05468073854843775, 0.037958900531133016, 0.0476738437016805], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.006144077007193118, 0.0026150338491424917, 0.006024653791294744, 0.006096576003668209, 0.009382158719624082], 'final_loss': 0.18101842241982619, 'final_balanced_accuracy': 0.9170662100456621, 'final_f1': 0.8336520076481836, 'final_precision': 0.7703180212014135, 'final_recall': 0.9083333333333333, 'final_auc': 0.917066210045662}",,4.41413074069553,"[0.3640142772346735, 0.7188593960470624, 1.3490610122680664, 0.73978724082311, 0.7087763630681567]","[0.8532897919690372, 0.715327380952381, 0.5430864197530865, 0.7200854700854701, 0.7128301886792453]","[0.3792938082996342, 0.7230150832070245, 1.3479063908259075, 0.746630089978377, 0.7152937369214164]","[-0.07325587670008342, -0.0774838916129536, -0.06411013131340344, -0.07022439233130878, -0.07338585042291218]","[0.05034441832039091, 0.06178196892142296, 0.0602758994532956, 0.05505322085486518, 0.053569728715552226]","[0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068]","[0.006608166343842943, 0.010525733646419313, 0.0039749798080366515, 0.007318437565118074, 0.012281965981754992]",0.5336323893732495,0.8009433962264152,0.6060606060606061,0.4878048780487805,0.8,0.8009433962264151
149,"{'average_loss': 0.5306908933321635, 'task_losses': [0.07385521098505705, 0.06662827301149567, 0.11956268754166861, 0.05324885173079868, 0.06084131136536598], 'task_balanced_accuracies': [0.9587416219671772, 0.97055330634278, 0.9539334109798305, 0.965490936143206, 0.9605414746543779], 'task_cross_entropy': [0.09701998831083378, 0.08375355035377045, 0.13358529082189002, 0.07890439403709024, 0.07906195716932415], 'task_cluster_cost': [-0.07513291656970977, -0.0784587029616038, -0.07537546694278717, -0.07387789656718571, -0.07581705381472906], 'task_separation_cost': [0.0451351643105348, 0.05733755787213644, 0.05427840769290924, 0.035109386593103406, 0.046955651889244714], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.0058092226631318526, 0.00297535993779699, 0.0060605326838170485, 0.012103077912082275, 0.00962397071532905], 'final_loss': 0.15655455919603506, 'final_balanced_accuracy': 0.9486872146118721, 'final_f1': 0.8634686346863468, 'final_precision': 0.7748344370860927, 'final_recall': 0.975, 'final_auc': 0.9486872146118722}",,4.690347009234959,"[0.3670895424567991, 0.8239559680223465, 1.4330152869224548, 0.8372546235720316, 0.7221915837791231]","[0.8574020319303338, 0.7244047619047619, 0.5292592592592593, 0.6700498575498576, 0.7022641509433962]","[0.3637316427710984, 0.835121879975001, 1.4266340268982782, 0.8493556479612986, 0.7332715325885348]","[-0.074599612918165, -0.07683906124697791, -0.0667205225262377, -0.07269798053635491, -0.0659001184006532]","[0.04901103344228533, 0.06087814478410615, 0.06356056945191489, 0.04716219794419077, 0.04850187980466419]","[0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068]","[0.02792272778848807, 0.003774477841539515, 0.008527253133555254, 0.012424861650086112, 0.005301511626587146]",0.5068399363921748,0.8128301886792453,0.6792452830188679,0.6428571428571429,0.72,0.8128301886792453
150,"{'average_loss': 0.5026984105755885, 'task_losses': [0.07865161336337527, 0.05667030376226952, 0.09499760537951564, 0.026609528344124556, 0.06425237546364466], 'task_balanced_accuracies': [0.9629718418187447, 0.9665209176788124, 0.9560747386029569, 0.9655581847908777, 0.9619815668202765], 'task_cross_entropy': [0.10077765022714932, 0.07413559877624114, 0.11056674685329199, 0.05554420097653444, 0.08321896262466907], 'task_cluster_cost': [-0.07444585581620534, -0.07850928018490473, -0.07543707857529322, -0.07338461369276046, -0.07651218841473262], 'task_separation_cost': [0.04441483293970426, 0.05743275801340739, 0.053121945559978484, 0.034139951740701995, 0.04671670983235041], 'task_l1': [0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068], 'task_occ_cost': [0.006881233681148539, 0.002590719108314564, 0.005732069504447281, 0.009300098884850741, 0.00981210575128595], 'final_loss': 0.18151698365807534, 'final_balanced_accuracy': 0.9388413242009133, 'final_f1': 0.8544776119402987, 'final_precision': 0.7736486486486487, 'final_recall': 0.9541666666666667, 'final_auc': 0.9388413242009133}",,4.814626826180352,"[0.41541133634746075, 0.7669220798545413, 1.5111772616704304, 0.6886750426557329, 0.8574603564209409]","[0.8671988388969522, 0.7075892857142857, 0.5295061728395062, 0.7434116809116809, 0.6269811320754717]","[0.4292740147146914, 0.7784182826677958, 1.4970678620868259, 0.7054035994741652, 0.8595656123426225]","[-0.07357970790730582, -0.07353060030274922, -0.06911136292748982, -0.06956175963083903, -0.05790981650352478]","[0.04887370434072283, 0.05809929594397545, 0.0648051102956136, 0.04644228807753987, 0.048548408266570836]","[0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068]","[0.009819565754797723, 0.0029145857487391266, 0.01740169297489855, 0.005381023925211694, 0.0062393928981489604]",0.574980636437734,0.8128301886792453,0.6792452830188679,0.6428571428571429,0.72,0.8128301886792453
151,"{'average_loss': 0.5055960375070572, 'task_losses': [0.10349153898656369, 0.04557758383297672, 0.0741947215422988, 0.0738343345373869, 0.030860870679219565], 'task_balanced_accuracies': [0.9555052790346907, 0.9719190283400809, 0.9776975283998113, 0.9421724675630352, 0.9711981566820277], 'task_cross_entropy': [0.1222715475782752, 0.06227589302385847, 0.08817689254879951, 0.09204166644873718, 0.0512720179806153], 'task_cluster_cost': [-0.07364492187897365, -0.07869604448477427, -0.07807072599728902, -0.0754196818669637, -0.07792068968216578], 'task_separation_cost': [0.05046308696269989, 0.05847398117184639, 0.05896456827720006, 0.04961769004662832, 0.04928621371587118], 'task_l1': [0.0010239838575944304, 0.0010207283698643248, 0.001014124530677994, 0.0010099157659957806, 0.0010169163160026074], 'task_occ_cost': [0.003377841420782109, 0.00250302481232211, 0.00410986270600309, 0.006584744546562433, 0.007206412400119006], 'final_loss': 0.177636988312006, 'final_balanced_accuracy': 0.9244006849315068, 'final_f1': 0.8224637681159419, 'final_precision': 0.7275641025641025, 'final_recall': 0.9458333333333333, 'final_auc': 0.9244006849315068}",,4.186639308929443,"[0.4131510828932126, 0.752627303202947, 1.1845601333512201, 0.7734422981739044, 0.5863060371743308]","[0.8796565070149975, 0.7958333333333334, 0.6133333333333333, 0.6967592592592593, 0.7116981132075472]","[0.42495591855711407, 0.7627305322223239, 1.1832795937856038, 0.7878417405817244, 0.601375452346272]","[-0.07375829832421409, -0.07508704314629237, -0.06842110968298382, -0.06456398922536108, -0.07260432011551327]","[0.049388030336962804, 0.061812900834613375, 0.06153896947701772, 0.04642693574229876, 0.05038195393151707]","[0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068]","[0.01154167391359806, 0.00215040293470439, 0.007148753670561645, 0.002727719774055812, 0.006136166190521585]",0.47655245744519764,0.759811320754717,0.576271186440678,0.5,0.68,0.7598113207547171
152,"{'average_loss': 0.46930012265841164, 'task_losses': [0.11204842095884184, 0.04665877572726458, 0.07566898609356333, 0.053665478996311626, 0.0318035495467484], 'task_balanced_accuracies': [0.9513849350234236, 0.9705695006747639, 0.9722138820059192, 0.9574505197059553, 0.9735023041474655], 'task_cross_entropy': [0.130904293594261, 0.0634864857668678, 0.08943088981012504, 0.07197616862754028, 0.0515928613115102], 'task_cluster_cost': [-0.07406031201283136, -0.07880314638217291, -0.07807935436566671, -0.07592487851778666, -0.07788117627302805], 'task_separation_cost': [0.05045214811960856, 0.058366008748610816, 0.059071846355994544, 0.04992809409896533, 0.04917485654354095], 'task_l1': [0.0010243941424414515, 0.0010210654325783252, 0.0010145531175658107, 0.0010100314967955153, 0.0010171463511263331], 'task_occ_cost': [0.0037278969733354947, 0.002588362213379393, 0.004231051329212884, 0.006676063081249595, 0.007899862355552614], 'final_loss': 0.14945491281648476, 'final_balanced_accuracy': 0.9494577625570777, 'final_f1': 0.8694029850746269, 'final_precision': 0.7871621621621622, 'final_recall': 0.9708333333333333, 'final_auc': 0.9494577625570777}",,4.153613011042277,"[0.3877267398768001, 0.7352741397917271, 1.2190505663553874, 0.6575301289558411, 0.688139882352617]","[0.8823173681664247, 0.7867559523809524, 0.5916049382716049, 0.6226851851851851, 0.7081132075471699]","[0.4034265826145808, 0.7443682182476752, 1.2178190648555756, 0.6737200104528003, 0.7021972702609168]","[-0.07372929321395026, -0.07693958034118016, -0.0639327499601576, -0.06443401219116317, -0.07101459759804937]","[0.04894363424844212, 0.06245851475331518, 0.05835446839531263, 0.045084541456566915, 0.05132843595412043]","[0.0010237527312710881, 0.0010205076541751623, 0.0010139227379113436, 0.0010098905768245459, 0.001016785390675068]","[0.00806205662795239, 0.004366495155004991, 0.005795859654123585, 0.0021496862755157053, 0.0046119823430975275]",0.46589157813125187,0.7950943396226415,0.6129032258064517,0.5135135135135135,0.76,0.7950943396226415
